date,prec,tmean,tmax,tmin,qt
2003-10-01,0.00,2.05,3.30,0.80,0.07500
2003-10-02,0.40,-0.55,2.20,-3.30,0.07431
2003-10-03,1.00,-4.10,0.30,-8.50,0.07083
2003-10-04,9.00,-3.70,1.10,-8.50,0.07639
2003-10-05,1.20,-2.15,1.60,-5.90,0.08681
2003-10-06,1.80,-4.35,-1.70,-7.00,0.08264
2003-10-07,0.60,-7.05,-3.50,-10.60,0.08333
2003-10-08,0.00,-1.15,2.30,-4.60,0.08160
2003-10-09,1.60,2.25,3.50,1.00,0.07917
2003-10-10,0.00,0.55,4.20,-3.10,0.07500
2003-10-11,0.40,-0.10,3.60,-3.80,0.07292
2003-10-12,0.00,4.05,9.40,-1.30,0.07465
2003-10-13,0.00,11.10,12.80,9.40,0.07500
2003-10-14,0.00,10.20,12.20,8.20,0.07431
2003-10-15,0.00,7.30,10.30,4.30,0.07292
2003-10-16,0.00,7.25,10.30,4.20,0.07396
2003-10-17,0.20,7.75,11.20,4.30,0.07500
2003-10-18,0.20,4.95,6.80,3.10,0.07500
2003-10-19,3.80,2.95,6.10,-0.20,0.08229
2003-10-20,0.20,1.55,6.80,-3.70,0.08507
2003-10-21,0.00,2.70,5.50,-0.10,0.08507
2003-10-22,9.20,3.05,5.10,1.00,0.09097
2003-10-23,1.80,2.95,7.00,-1.10,0.12674
2003-10-24,0.20,10.35,13.70,7.00,0.12431
2003-10-25,3.40,8.15,10.90,5.40,0.11319
2003-10-26,0.00,11.50,17.70,5.30,0.11597
2003-10-27,0.00,8.10,13.10,3.10,0.11250
2003-10-28,0.80,4.05,5.40,2.70,0.10486
2003-10-29,0.00,1.65,4.10,-0.80,0.10208
2003-10-30,0.60,-1.30,-0.10,-2.50,0.09549
2003-10-31,2.60,0.05,2.90,-2.80,0.09479
2003-11-01,2.40,1.85,4.70,-1.00,0.11354
2003-11-02,1.60,1.15,3.80,-1.50,0.14097
2003-11-03,0.40,0.40,1.40,-0.60,0.12535
2003-11-04,2.40,-0.40,0.80,-1.60,0.11146
2003-11-05,0.40,-1.40,3.50,-6.30,0.12708
2003-11-06,0.20,1.45,7.80,-4.90,0.11528
2003-11-07,0.00,3.80,9.00,-1.40,0.10938
2003-11-08,1.80,7.00,10.20,3.80,0.10278
2003-11-09,17.20,1.75,7.20,-3.70,0.26875
2003-11-10,0.00,-0.15,5.50,-5.80,0.20000
2003-11-11,8.40,4.30,9.90,-1.30,0.13889
2003-11-12,5.20,4.25,9.10,-0.60,0.48958
2003-11-13,0.40,0.45,4.50,-3.60,0.24306
2003-11-14,12.00,-0.85,6.30,-8.00,0.28819
2003-11-15,1.80,1.80,8.10,-4.50,0.46007
2003-11-16,0.20,-0.10,3.60,-3.80,0.25625
2003-11-17,0.20,1.85,8.20,-4.50,0.18715
2003-11-18,0.40,1.10,4.10,-1.90,0.15833
2003-11-19,4.00,2.75,3.70,1.80,0.16528
2003-11-20,0.80,3.00,5.70,0.30,0.16597
2003-11-21,0.00,2.00,8.50,-4.50,0.15139
2003-11-22,0.60,0.30,4.80,-4.20,0.13507
2003-11-23,0.20,6.10,8.60,3.60,0.12813
2003-11-24,0.40,4.55,11.10,-2.00,0.16285
2003-11-25,4.00,4.00,10.20,-2.20,0.17917
2003-11-26,5.60,5.10,8.00,2.20,0.38125
2003-11-27,0.20,1.65,6.80,-3.50,0.28160
2003-11-28,5.00,7.50,9.70,5.30,0.21181
2003-11-29,17.40,6.45,9.70,3.20,1.22813
2003-11-30,0.00,4.35,10.40,-1.70,0.78958
2003-12-01,1.00,3.05,9.80,-3.70,0.34653
2003-12-02,3.00,7.80,10.10,5.50,0.32604
2003-12-03,0.00,6.80,9.90,3.70,0.30660
2003-12-04,0.20,4.30,10.10,-1.50,0.23160
2003-12-05,0.00,6.10,7.80,4.40,0.21458
2003-12-06,0.00,5.65,9.00,2.30,0.19097
2003-12-07,0.00,8.30,12.50,4.10,0.14896
2003-12-08,0.00,8.15,9.70,6.60,0.16181
2003-12-09,0.40,7.70,11.50,3.90,0.18889
2003-12-10,0.80,2.05,6.00,-1.90,0.19410
2003-12-11,0.00,2.85,9.80,-4.10,0.16458
2003-12-12,3.00,4.70,9.00,0.40,0.15139
2003-12-13,0.60,3.25,9.70,-3.20,0.18854
2003-12-14,2.40,4.55,13.20,-4.10,0.16493
2003-12-15,0.00,4.00,12.20,-4.20,0.13785
2003-12-16,1.40,3.35,14.60,-7.90,0.15278
2003-12-17,0.00,6.05,15.90,-3.80,0.16701
2003-12-18,0.00,4.20,12.80,-4.40,0.15069
2003-12-19,0.00,8.45,15.10,1.80,0.13854
2003-12-20,16.60,7.85,14.60,1.10,0.13194
2003-12-21,5.00,6.70,16.20,-2.80,0.29097
2003-12-22,1.40,8.75,18.30,-0.80,0.23750
2003-12-23,4.40,7.30,14.10,0.50,1.09097
2003-12-24,1.60,5.65,13.20,-1.90,2.07153
2003-12-25,3.20,7.55,13.60,1.50,0.90313
2003-12-26,0.80,8.10,17.50,-1.30,0.59132
2003-12-27,2.60,8.10,13.70,2.50,0.53056
2003-12-28,8.60,5.50,9.90,1.10,0.47188
2003-12-29,0.20,5.80,14.20,-2.60,0.37014
2003-12-30,0.00,6.70,9.60,3.80,0.60903
2003-12-31,0.00,5.50,8.30,2.70,0.90000
2004-01-01,10.80,9.50,14.40,4.60,0.43264
2004-01-02,0.20,8.15,14.00,2.30,0.73889
2004-01-03,0.40,7.70,13.70,1.70,0.74618
2004-01-04,0.60,7.45,10.40,4.50,1.06250
2004-01-05,0.40,6.10,13.00,-0.80,1.35104
2004-01-06,0.20,5.30,12.80,-2.20,1.37778
2004-01-07,3.20,3.35,9.60,-2.90,0.79792
2004-01-08,28.40,3.85,13.30,-5.60,4.37153
2004-01-09,0.00,7.65,10.40,4.90,2.30764
2004-01-10,6.40,6.40,12.60,0.20,0.97500
2004-01-11,10.00,4.15,11.30,-3.00,1.71667
2004-01-12,0.20,10.10,13.30,6.90,0.88715
2004-01-13,0.20,11.45,19.80,3.10,0.65069
2004-01-14,0.00,11.65,22.30,1.00,0.52292
2004-01-15,0.20,10.15,21.00,-0.70,0.45243
2004-01-16,1.40,9.80,20.10,-0.50,0.42014
2004-01-17,1.00,5.10,12.60,-2.40,0.39792
2004-01-18,6.00,8.70,13.70,3.70,0.52292
2004-01-19,5.20,4.35,9.30,-0.60,0.80833
2004-01-20,7.20,7.90,14.40,1.40,0.89653
2004-01-21,0.00,7.95,14.90,1.00,0.76632
2004-01-22,0.40,5.50,8.10,2.90,0.54965
2004-01-23,0.80,8.90,12.50,5.30,0.46701
2004-01-24,0.00,8.75,13.90,3.60,0.42118
2004-01-25,0.00,10.75,15.40,6.10,0.36215
2004-01-26,1.00,6.20,10.10,2.30,0.33576
2004-01-27,0.00,7.35,13.90,0.80,0.29931
2004-01-28,0.00,4.55,8.30,0.80,0.30556
2004-01-29,0.20,6.30,7.90,4.70,0.52292
2004-01-30,0.80,6.05,7.20,4.90,0.34896
2004-01-31,0.00,9.15,13.60,4.70,0.37188
2004-02-01,4.40,10.00,13.80,6.20,0.39514
2004-02-02,1.20,9.50,13.80,5.20,1.79688
2004-02-03,5.40,9.65,14.00,5.30,1.57778
2004-02-04,1.00,9.20,13.40,5.00,0.86285
2004-02-05,2.40,7.40,13.20,1.60,0.58438
2004-02-06,6.20,6.30,11.90,0.70,0.82847
2004-02-07,0.40,7.70,14.30,1.10,0.59271
2004-02-08,1.80,9.60,13.70,5.50,0.44722
2004-02-09,0.60,6.75,12.70,0.80,0.41424
2004-02-10,3.00,5.75,11.20,0.30,1.13889
2004-02-11,0.00,5.55,11.10,0.00,0.66285
2004-02-12,0.00,5.15,10.60,-0.30,0.48299
2004-02-13,1.40,5.95,8.80,3.10,0.43993
2004-02-14,0.00,10.70,13.80,7.60,0.43854
2004-02-15,0.00,10.90,15.10,6.70,0.39236
2004-02-16,0.40,8.45,13.60,3.30,0.36354
2004-02-17,0.00,10.75,15.60,5.90,0.33403
2004-02-18,0.00,10.45,14.70,6.20,0.29826
2004-02-19,0.20,11.90,17.40,6.40,0.29653
2004-02-20,0.20,10.75,15.00,6.50,0.36146
2004-02-21,0.00,10.20,14.10,6.30,0.25486
2004-02-22,0.20,10.15,14.20,6.10,0.23576
2004-02-23,0.60,11.00,15.50,6.50,0.24479
2004-02-24,0.80,10.20,17.60,2.80,0.27083
2004-02-25,0.00,14.20,17.00,11.40,0.31181
2004-02-26,0.20,14.55,19.50,9.60,0.28229
2004-02-27,0.00,14.05,19.80,8.30,0.30382
2004-02-28,0.00,14.70,22.40,7.00,0.41215
2004-02-29,0.00,14.65,20.40,8.90,0.32049
2004-03-01,0.20,14.75,19.50,10.00,0.30972
2004-03-02,0.00,11.00,17.00,5.00,0.28229
2004-03-03,0.20,13.80,19.00,8.60,0.40868
2004-03-04,0.00,11.10,17.40,4.80,0.85972
2004-03-05,0.20,14.25,19.90,8.60,0.77569
2004-03-06,4.20,12.30,19.10,5.50,0.71181
2004-03-07,3.00,11.35,15.20,7.50,0.86840
2004-03-08,0.00,13.50,19.00,8.00,0.58299
2004-03-09,0.20,13.00,18.00,8.00,0.41424
2004-03-10,0.20,13.40,18.90,7.90,0.36771
2004-03-11,3.40,13.50,17.70,9.30,0.36840
2004-03-12,2.40,13.20,17.80,8.60,0.39618
2004-03-13,0.40,13.25,19.50,7.00,0.56181
2004-03-14,9.40,14.30,18.40,10.20,0.95208
2004-03-15,0.60,14.05,21.00,7.10,1.24583
2004-03-16,3.00,14.50,18.30,10.70,0.56597
2004-03-17,2.40,14.35,20.30,8.40,0.56632
2004-03-18,2.20,13.50,17.20,9.80,0.44861
2004-03-19,5.20,13.00,16.20,9.80,0.62708
2004-03-20,5.80,13.85,16.60,11.10,0.82361
2004-03-21,0.80,11.40,13.80,9.00,0.67292
2004-03-22,2.80,12.95,16.90,9.00,0.44063
2004-03-23,2.20,13.65,19.10,8.20,0.41319
2004-03-24,1.00,13.55,21.80,5.30,0.39583
2004-03-25,1.40,15.95,19.60,12.30,0.37014
2004-03-26,2.20,14.00,15.70,12.30,0.40347
2004-03-27,1.20,14.60,20.20,9.00,0.36181
2004-03-28,0.20,13.05,18.70,7.40,0.35556
2004-03-29,0.00,14.10,16.80,11.40,0.29965
2004-03-30,0.00,14.30,16.50,12.10,0.27465
2004-03-31,0.00,14.85,17.80,11.90,0.25104
2004-04-01,5.40,15.30,19.10,11.50,0.24896
2004-04-02,15.60,15.95,21.20,10.70,1.21667
2004-04-03,8.20,13.15,15.20,11.10,1.91944
2004-04-04,0.00,14.45,18.10,10.80,0.90625
2004-04-05,0.80,14.95,18.70,11.20,0.53611
2004-04-06,1.80,13.90,19.40,8.40,0.45729
2004-04-07,2.20,15.70,23.30,8.10,0.46181
2004-04-08,2.00,17.40,22.50,12.30,0.40382
2004-04-09,0.00,15.95,20.00,11.90,0.40313
2004-04-10,0.40,13.90,20.40,7.40,0.35972
2004-04-11,5.40,15.00,24.50,5.50,0.32917
2004-04-12,4.20,16.35,24.10,8.60,0.52847
2004-04-13,0.00,15.85,24.90,6.80,0.45590
2004-04-14,0.00,19.65,26.10,13.20,0.34410
2004-04-15,4.00,19.85,23.50,16.20,0.40486
2004-04-16,1.22,17.50,19.10,15.90,0.41111
2004-04-17,3.08,17.05,22.90,11.20,0.41458
2004-04-18,9.46,15.15,20.50,9.80,0.74618
2004-04-19,8.58,14.65,19.80,9.50,2.07431
2004-04-20,0.44,16.30,21.40,11.20,0.64826
2004-04-21,4.40,13.10,17.40,8.80,0.86181
2004-04-22,0.00,18.10,21.70,14.50,0.50590
2004-04-23,3.52,17.50,21.40,13.60,0.39410
2004-04-24,0.00,13.80,19.00,8.60,0.38021
2004-04-25,0.00,12.95,20.40,5.50,0.33542
2004-04-26,3.96,12.85,20.90,4.80,0.30174
2004-04-27,9.68,16.45,20.30,12.60,0.65313
2004-04-28,4.18,15.60,18.50,12.70,0.44097
2004-04-29,9.46,15.85,19.00,12.70,0.50208
2004-04-30,5.06,15.40,20.20,10.60,1.18576
2004-05-01,0.00,12.75,18.80,6.70,0.65799
2004-05-02,0.00,12.55,20.20,4.90,0.42847
2004-05-03,0.22,17.00,25.10,8.90,0.35833
2004-05-04,15.62,15.35,22.70,8.00,1.20729
2004-05-05,5.06,19.80,27.10,12.50,1.17708
2004-05-06,5.50,19.85,29.00,10.70,1.56840
2004-05-07,0.22,18.90,28.10,9.70,0.65729
2004-05-08,2.20,18.55,28.90,8.20,0.54653
2004-05-09,2.86,16.55,19.90,13.20,0.56771
2004-05-10,0.00,16.15,22.60,9.70,0.47014
2004-05-11,0.20,16.30,21.80,10.80,0.38785
2004-05-12,0.00,15.10,19.10,11.10,0.33958
2004-05-13,1.60,13.70,19.60,7.80,0.30104
2004-05-14,0.20,12.10,18.70,5.50,0.32708
2004-05-15,0.00,13.80,23.10,4.50,0.27326
2004-05-16,0.00,13.65,20.60,6.70,0.22153
2004-05-17,0.00,17.40,20.70,14.10,0.19931
2004-05-18,0.00,15.05,20.80,9.30,0.18333
2004-05-19,0.80,14.80,22.20,7.40,0.17708
2004-05-20,10.40,15.75,19.10,12.40,0.20000
2004-05-21,1.20,16.45,20.80,12.10,0.37326
2004-05-22,0.20,15.05,23.30,6.80,0.22882
2004-05-23,0.00,13.10,21.10,5.10,0.18160
2004-05-24,0.60,13.80,17.90,9.70,0.15729
2004-05-25,0.00,12.55,17.70,7.40,0.15521
2004-05-26,0.00,10.40,16.40,4.40,0.13750
2004-05-27,0.00,10.60,15.00,6.20,0.13160
2004-05-28,0.00,11.15,14.90,7.40,0.12014
2004-05-29,3.80,9.70,13.60,5.80,0.12604
2004-05-30,0.00,10.55,13.80,7.30,0.15764
2004-05-31,0.00,12.10,17.60,6.60,0.12951
2004-06-01,7.20,14.20,17.80,10.60,0.15938
2004-06-02,1.00,14.10,21.60,6.60,0.19063
2004-06-03,4.00,13.75,21.80,5.70,0.18715
2004-06-04,0.00,12.60,20.50,4.70,0.14444
2004-06-05,0.00,11.70,18.50,4.90,0.11875
2004-06-06,0.00,11.70,19.00,4.40,0.10868
2004-06-07,0.00,12.45,19.50,5.40,0.09965
2004-06-08,0.20,10.25,15.90,4.60,0.09688
2004-06-09,0.80,10.80,18.10,3.50,0.09826
2004-06-10,3.20,9.30,17.80,0.80,0.09757
2004-06-11,0.60,12.40,19.20,5.60,0.11285
2004-06-12,0.00,15.60,18.80,12.40,0.10000
2004-06-13,0.20,15.35,20.80,9.90,0.09306
2004-06-14,0.00,15.75,21.60,9.90,0.08229
2004-06-15,0.00,13.60,21.10,6.10,0.07604
2004-06-16,4.60,17.65,23.10,12.20,0.07917
2004-06-17,4.40,15.00,18.70,11.30,0.09271
2004-06-18,3.20,10.50,16.40,4.60,0.10972
2004-06-19,1.80,10.00,15.40,4.60,0.11111
2004-06-20,1.00,9.25,16.60,1.90,0.11007
2004-06-21,11.00,8.60,12.80,4.40,0.11042
2004-06-22,0.00,3.80,10.00,-2.40,0.15938
2004-06-23,14.80,6.65,15.00,-1.70,0.18611
2004-06-24,7.40,13.25,14.70,11.80,0.55521
2004-06-25,0.00,8.40,13.10,3.70,0.26458
2004-06-26,2.00,8.10,12.80,3.40,0.15833
2004-06-27,3.40,7.90,13.60,2.20,0.16736
2004-06-28,0.00,8.45,13.90,3.00,0.17500
2004-06-29,0.20,8.45,15.60,1.30,0.12639
2004-06-30,3.80,8.70,16.10,1.30,0.13403
2004-07-01,0.20,9.45,15.90,3.00,0.15035
2004-07-02,2.00,10.00,14.70,5.30,0.11528
2004-07-03,1.20,4.55,7.70,1.40,0.11389
2004-07-04,2.60,7.10,12.00,2.20,0.13993
2004-07-05,4.60,8.30,11.90,4.70,0.19479
2004-07-06,4.40,7.20,10.40,4.00,0.18958
2004-07-07,2.00,9.85,13.60,6.10,0.29583
2004-07-08,0.20,12.20,17.80,6.60,0.28958
2004-07-09,2.40,10.90,13.60,8.20,0.17188
2004-07-10,4.40,8.20,13.20,3.20,0.26736
2004-07-11,0.20,10.10,11.70,8.50,0.26285
2004-07-12,0.00,11.45,12.50,10.40,0.17604
2004-07-13,0.20,9.50,12.80,6.20,0.13819
2004-07-14,0.00,6.40,13.10,-0.30,0.11806
2004-07-15,0.00,5.70,14.10,-2.70,0.09896
2004-07-16,1.00,5.45,15.60,-4.70,0.09410
2004-07-17,1.00,3.35,9.00,-2.30,0.09410
2004-07-18,0.00,4.00,8.40,-0.40,0.09340
2004-07-19,0.20,3.80,7.50,0.10,0.08993
2004-07-20,0.00,0.65,6.30,-5.00,0.08715
2004-07-21,0.80,-1.55,2.80,-5.90,0.08854
2004-07-22,0.00,4.30,9.20,-0.60,0.08993
2004-07-23,0.60,4.85,8.10,1.60,0.08715
2004-07-24,1.20,4.95,7.40,2.50,0.08403
2004-07-25,0.40,4.40,8.00,0.80,0.08368
2004-07-26,0.00,8.85,16.80,0.90,0.07986
2004-07-27,1.60,7.10,11.50,2.70,0.07743
2004-07-28,0.00,4.95,8.30,1.60,0.07778
2004-07-29,1.80,4.50,9.10,-0.10,0.08090
2004-07-30,0.00,6.65,11.70,1.60,0.08403
2004-07-31,23.60,3.70,5.80,1.60,0.12639
2004-08-01,0.00,7.35,10.90,3.80,0.19410
2004-08-02,0.00,6.70,11.10,2.30,0.10903
2004-08-03,0.40,6.40,15.10,-2.30,0.09410
2004-08-04,35.40,12.35,15.10,9.60,1.42535
2004-08-05,2.00,11.50,14.80,8.20,0.40139
2004-08-06,10.20,11.15,13.90,8.40,0.92292
2004-08-07,0.20,8.15,9.10,7.20,0.31875
2004-08-08,0.00,7.75,9.20,6.30,0.21424
2004-08-09,4.40,8.95,10.70,7.20,0.17639
2004-08-10,5.20,8.00,11.20,4.80,0.57847
2004-08-11,2.20,4.70,11.80,-2.40,2.56667
2004-08-12,2.80,4.15,11.30,-3.00,3.04132
2004-08-13,1.80,8.05,9.80,6.30,0.78576
2004-08-14,0.00,7.50,9.40,5.60,0.49167
2004-08-15,0.00,5.25,8.50,2.00,0.38090
2004-08-16,0.00,6.95,11.90,2.00,0.33854
2004-08-17,0.00,12.70,16.10,9.30,0.32604
2004-08-18,0.20,4.05,9.30,-1.20,3.27674
2004-08-19,0.20,4.35,11.80,-3.10,3.29896
2004-08-20,0.00,1.95,7.60,-3.70,1.18611
2004-08-21,0.00,1.75,7.10,-3.60,0.71146
2004-08-22,3.80,-0.75,4.90,-6.40,0.54896
2004-08-23,2.20,1.75,8.60,-5.10,0.80729
2004-08-24,1.00,5.80,9.00,2.60,1.36076
2004-08-25,0.20,3.65,7.70,-0.40,1.02951
2004-08-26,0.00,4.10,8.60,-0.40,0.58542
2004-08-27,0.20,3.80,9.60,-2.00,0.50972
2004-08-28,0.00,7.90,10.90,4.90,0.39028
2004-08-29,0.00,2.40,7.20,-2.40,0.33854
2004-08-30,0.00,1.60,5.60,-2.40,0.33785
2004-08-31,0.00,6.40,7.40,5.40,0.30347
2004-09-01,0.20,4.00,9.60,-1.60,0.26840
2004-09-02,0.00,3.00,8.30,-2.30,0.25556
2004-09-03,0.00,10.15,14.50,5.80,0.23681
2004-09-04,0.00,2.05,7.70,-3.60,0.21910
2004-09-05,0.00,-1.20,2.50,-4.90,0.19514
2004-09-06,0.00,-2.60,3.20,-8.40,0.22292
2004-09-07,0.00,3.20,9.30,-2.90,0.19826
2004-09-08,0.00,7.80,10.50,5.10,0.16944
2004-09-09,0.00,1.55,5.10,-2.00,0.15660
2004-09-10,0.00,3.70,10.80,-3.40,0.14688
2004-09-11,0.00,7.60,11.00,4.20,0.15729
2004-09-12,0.00,3.30,5.90,0.70,0.16007
2004-09-13,0.00,0.20,3.50,-3.10,0.25000
2004-09-14,4.60,3.20,8.50,-2.10,0.32813
2004-09-15,0.00,5.90,10.10,1.70,0.20903
2004-09-16,0.60,4.50,9.70,-0.70,0.18299
2004-09-17,0.00,1.80,6.60,-3.00,0.29236
2004-09-18,0.60,0.85,3.40,-1.70,0.43507
2004-09-19,0.20,1.25,3.80,-1.30,0.25486
2004-09-20,0.00,1.75,4.80,-1.30,0.21042
2004-09-21,0.00,6.10,10.00,2.20,0.19757
2004-09-22,0.00,9.55,12.40,6.70,0.16597
2004-09-23,0.00,6.95,11.50,2.40,0.15868
2004-09-24,12.00,4.45,5.70,3.20,0.15556
2004-09-25,0.00,2.80,4.30,1.30,0.14410
2004-09-26,0.20,1.65,2.90,0.40,0.14028
2004-09-27,0.20,-1.95,1.00,-4.90,0.13715
