date,prec,tmean,tmax,tmin,qt
2005-09-29,3.20,9.13,12.64,5.63,0.09410
2005-09-30,1.00,12.41,16.70,8.12,0.09097
2005-10-01,0.40,8.68,11.03,6.32,0.08854
2005-10-02,0.00,10.45,14.70,6.21,0.07847
2005-10-03,0.00,8.44,14.55,2.33,0.07465
2005-10-04,0.00,6.24,11.57,0.91,0.07049
2005-10-05,0.00,8.73,12.91,4.55,0.06979
2005-10-06,0.00,9.78,13.74,5.82,0.06771
2005-10-07,0.20,12.64,13.72,11.55,0.06701
2005-10-08,7.80,6.47,12.08,0.86,0.10451
2005-10-09,3.40,6.56,10.91,2.22,0.10208
2005-10-10,6.00,12.91,15.43,10.38,0.11007
2005-10-11,58.20,8.88,13.40,4.35,1.79236
2005-10-12,20.20,5.70,7.14,4.27,4.95069
2005-10-13,0.00,3.97,11.03,-3.08,0.81944
2005-10-14,0.20,3.23,10.72,-4.25,0.41076
2005-10-15,0.00,9.19,12.88,5.50,0.30417
2005-10-16,0.00,10.02,13.21,6.83,0.25556
2005-10-17,0.20,8.63,10.83,6.42,0.21910
2005-10-18,0.20,9.27,10.58,7.95,0.20556
2005-10-19,0.40,8.93,10.51,7.35,0.18715
2005-10-20,0.20,9.40,10.84,7.96,0.18472
2005-10-21,0.20,6.67,11.04,2.30,0.16736
2005-10-22,1.00,3.13,6.82,-0.56,0.15903
2005-10-23,1.20,2.20,5.06,-0.66,0.16181
2005-10-24,16.60,5.86,7.82,3.90,0.80486
2005-10-25,4.60,7.31,11.79,2.83,0.91458
2005-10-26,4.40,8.21,13.56,2.85,0.47847
2005-10-27,0.00,13.37,16.72,10.01,0.50208
2005-10-28,12.60,11.79,14.80,8.78,0.96493
2005-10-29,11.00,9.21,11.91,6.52,1.26111
2005-10-30,15.80,11.44,13.40,9.48,2.79236
2005-10-31,0.40,9.50,11.96,7.03,1.28507
2005-11-01,0.00,7.31,10.44,4.18,0.65486
2005-11-02,4.80,6.28,10.90,1.67,0.57431
2005-11-03,3.60,10.75,12.38,9.11,0.96042
2005-11-04,1.80,5.34,10.09,0.60,0.69514
2005-11-05,0.20,3.67,8.44,-1.11,0.52153
2005-11-06,1.00,7.26,11.04,3.48,0.43576
2005-11-07,10.40,6.14,7.91,4.36,0.43160
2005-11-08,1.20,4.33,6.39,2.26,1.17188
2005-11-09,0.40,4.20,9.71,-1.32,0.47639
2005-11-10,1.20,7.17,10.23,4.11,0.39931
2005-11-11,43.20,7.84,11.59,4.09,1.21389
2005-11-12,4.40,4.23,5.70,2.76,3.13299
2005-11-13,0.20,3.19,8.77,-2.39,0.72813
2005-11-14,0.00,9.90,12.53,7.27,0.52917
2005-11-15,0.60,4.20,7.32,1.08,0.44549
2005-11-16,0.60,0.67,2.89,-1.56,0.41701
2005-11-17,1.00,-2.45,3.60,-8.49,0.37951
2005-11-18,0.00,-4.31,2.16,-10.77,0.28576
2005-11-19,0.20,-2.40,5.61,-10.40,0.46632
2005-11-20,0.00,2.97,8.95,-3.02,0.33889
2005-11-21,0.20,-0.13,7.00,-7.25,0.29583
2005-11-22,0.20,-0.40,7.48,-8.28,0.27708
2005-11-23,0.20,0.82,9.15,-7.52,0.31111
2005-11-24,2.40,3.16,9.08,-2.76,0.31076
2005-11-25,24.60,0.32,3.03,-2.40,0.66875
2005-11-26,25.40,2.38,3.49,1.27,5.28681
2005-11-27,4.80,0.63,1.91,-0.65,2.50382
2005-11-28,0.20,-0.71,-0.01,-1.42,1.05486
2005-11-29,1.00,-2.89,2.61,-8.38,0.72431
2005-11-30,2.00,-0.73,4.70,-6.17,0.65729
2005-12-01,4.80,4.62,6.36,2.88,2.78507
2005-12-02,16.80,3.79,6.26,1.32,4.29375
2005-12-03,15.60,4.72,5.69,3.76,4.30938
2005-12-04,8.40,2.78,4.50,1.05,3.32604
2005-12-05,7.80,3.19,4.16,2.22,1.72708
2005-12-06,1.80,2.12,4.54,-0.30,1.81076
2005-12-07,0.00,-2.61,1.33,-6.55,1.01007
2005-12-08,0.20,-0.36,4.30,-5.02,0.79931
2005-12-09,0.40,5.87,7.86,3.88,0.73889
2005-12-10,0.00,9.68,11.26,8.10,0.66319
2005-12-11,0.80,6.09,11.95,0.23,0.55799
2005-12-12,0.00,0.66,6.14,-4.82,0.49757
2005-12-13,0.00,2.37,9.69,-4.95,0.45000
2005-12-14,0.00,7.53,9.61,5.46,0.41458
2005-12-15,2.60,8.07,10.24,5.90,0.37569
2005-12-16,0.80,2.60,7.41,-2.22,0.43438
2005-12-17,0.00,-4.40,-0.36,-8.44,0.32604
2005-12-18,0.40,-1.99,4.54,-8.52,0.31701
2005-12-19,0.00,3.34,6.20,0.48,0.34236
2005-12-20,0.00,4.52,9.38,-0.35,0.32674
2005-12-21,0.80,3.33,8.15,-1.49,0.32014
2005-12-22,0.60,4.55,9.16,-0.07,0.29063
2005-12-23,0.00,6.28,9.85,2.71,0.27986
2005-12-24,0.00,3.92,6.72,1.11,0.24306
2005-12-25,0.00,-0.16,4.40,-4.72,0.22951
2005-12-26,1.00,0.93,3.83,-1.98,0.23021
2005-12-27,0.00,-3.62,-0.80,-6.44,0.23542
2005-12-28,0.00,-4.91,-1.04,-8.78,0.20104
2005-12-29,0.00,-7.33,-1.87,-12.78,0.25660
2005-12-30,2.20,-0.32,1.71,-2.35,0.21944
2005-12-31,2.60,1.09,2.65,-0.47,0.23264
2006-01-01,0.40,2.28,4.43,0.14,0.38438
2006-01-02,0.20,1.81,6.20,-2.58,0.41979
2006-01-03,0.20,-0.76,6.68,-8.21,0.43646
2006-01-04,0.20,-2.38,3.64,-8.40,0.27361
2006-01-05,0.80,1.92,3.63,0.20,0.28785
2006-01-06,1.00,0.79,1.62,-0.04,0.27153
2006-01-07,0.40,1.77,3.00,0.54,0.27118
2006-01-08,0.00,-2.94,2.41,-8.29,0.23924
2006-01-09,2.00,0.11,6.30,-6.08,0.28785
2006-01-10,6.00,6.49,10.34,2.65,0.36806
2006-01-11,3.20,4.12,6.34,1.90,0.63021
2006-01-12,11.80,6.15,8.55,3.76,0.47118
2006-01-13,34.80,6.75,7.90,5.60,4.08264
2006-01-14,0.00,2.68,6.36,-1.00,1.95486
2006-01-15,5.40,3.18,4.19,2.17,0.72639
2006-01-16,2.80,0.84,5.37,-3.69,1.48958
2006-01-17,0.80,-0.90,2.53,-4.32,0.74757
2006-01-18,0.40,4.84,9.68,-0.01,0.58819
2006-01-19,0.40,10.00,12.49,7.50,0.52639
2006-01-20,3.40,4.70,8.25,1.15,0.63090
2006-01-21,0.20,2.16,6.72,-2.41,0.49097
2006-01-22,0.00,4.91,7.17,2.65,0.41285
2006-01-23,0.00,4.03,6.21,1.86,0.37569
2006-01-24,0.00,5.57,9.07,2.07,0.35035
2006-01-25,0.00,1.62,3.28,-0.04,0.33611
2006-01-26,0.00,1.33,2.89,-0.24,0.31979
2006-01-27,0.20,1.95,2.86,1.04,0.31007
2006-01-28,1.04,2.79,4.31,1.26,0.30521
2006-01-29,0.00,6.09,9.10,3.08,0.30208
2006-01-30,0.00,6.34,7.78,4.90,0.26563
2006-01-31,0.00,8.47,11.50,5.43,0.34132
2006-02-01,0.00,6.91,9.77,4.05,0.25486
2006-02-02,0.00,7.27,12.28,2.26,0.20764
2006-02-03,0.00,4.25,10.19,-1.69,0.24653
2006-02-04,0.00,6.25,7.50,5.00,0.28021
2006-02-05,0.00,2.79,5.37,0.22,0.25729
2006-02-06,0.00,-1.74,3.72,-7.21,0.30938
2006-02-07,1.98,-0.33,3.64,-4.29,0.33229
2006-02-08,1.76,4.01,5.21,2.80,0.32674
2006-02-09,0.88,4.65,8.50,0.80,0.24444
2006-02-10,0.22,1.84,3.39,0.30,0.19549
2006-02-11,0.22,1.28,4.11,-1.54,0.23819
2006-02-12,0.00,3.12,6.95,-0.71,0.27882
2006-02-13,0.00,3.43,6.71,0.15,0.25243
2006-02-14,5.50,5.02,7.20,2.84,0.49583
2006-02-15,4.40,6.12,7.51,4.73,0.94340
2006-02-16,2.86,2.22,9.57,-5.14,0.51979
2006-02-17,0.88,3.26,6.77,-0.25,0.69722
2006-02-18,2.42,4.16,6.71,1.62,0.39792
2006-02-19,9.46,3.73,8.33,-0.87,0.52674
2006-02-20,2.64,1.48,4.45,-1.49,0.53264
2006-02-21,4.84,4.13,6.76,1.51,0.48438
2006-02-22,0.22,5.33,7.47,3.19,0.40833
2006-02-23,1.54,6.60,8.60,4.60,0.35417
2006-02-24,2.20,4.03,5.27,2.80,0.77917
2006-02-25,0.44,1.55,4.60,-1.50,0.51979
2006-02-26,0.44,3.82,6.83,0.82,0.39236
2006-02-27,1.98,6.04,9.44,2.64,0.37361
2006-02-28,0.00,2.06,4.11,0.01,0.35174
2006-03-01,0.44,2.19,5.62,-1.23,0.49167
2006-03-02,0.00,3.48,8.32,-1.36,0.48750
2006-03-03,0.66,1.47,6.22,-3.28,0.36597
2006-03-04,0.00,4.61,6.38,2.84,0.33819
2006-03-05,2.42,8.47,12.62,4.32,0.31944
2006-03-06,0.88,9.01,14.80,3.23,0.30104
2006-03-07,10.12,7.47,13.69,1.26,0.30486
2006-03-08,9.46,7.99,11.08,4.89,0.83646
2006-03-09,4.84,11.41,15.90,6.91,1.46389
2006-03-10,3.52,10.17,14.53,5.82,1.64132
2006-03-11,1.10,9.07,13.63,4.50,0.75972
2006-03-12,0.00,9.45,13.74,5.16,0.45139
2006-03-13,11.00,9.74,13.63,5.85,0.55694
2006-03-14,4.84,9.38,15.24,3.52,0.68125
2006-03-15,0.22,10.21,14.04,6.38,0.86632
2006-03-16,1.32,9.33,11.56,7.10,0.60590
2006-03-17,0.00,11.28,14.01,8.55,0.68611
2006-03-18,0.00,11.43,14.46,8.40,0.83403
2006-03-19,0.22,8.35,14.34,2.36,1.21285
2006-03-20,0.66,6.64,13.80,-0.52,0.92465
2006-03-21,0.00,6.00,7.98,4.02,0.61736
2006-03-22,0.00,7.18,10.27,4.10,0.50104
2006-03-23,4.40,9.30,12.67,5.92,0.57188
2006-03-24,4.18,8.01,13.05,2.97,0.61944
2006-03-25,2.64,7.86,13.84,1.88,1.13125
2006-03-26,3.52,9.32,13.62,5.02,1.97118
2006-03-27,5.06,7.80,11.88,3.72,1.78472
2006-03-28,1.98,4.00,5.19,2.80,1.17708
2006-03-29,0.22,6.24,8.63,3.86,0.81111
2006-03-30,5.94,6.74,10.13,3.36,0.80313
2006-03-31,6.38,7.24,13.01,1.46,1.14201
2006-04-01,1.10,6.61,9.00,4.23,1.03576
2006-04-02,0.44,8.19,15.62,0.76,0.70278
2006-04-03,3.30,11.54,19.45,3.62,0.58056
2006-04-04,0.88,7.80,15.20,0.40,0.57917
2006-04-05,0.00,6.85,11.85,1.84,0.51597
2006-04-06,0.66,7.80,15.64,-0.04,0.46215
2006-04-07,1.98,6.26,12.17,0.34,0.45000
2006-04-08,9.02,11.01,14.82,7.20,0.46840
2006-04-09,2.42,11.65,16.25,7.05,0.73785
2006-04-10,1.98,10.13,14.31,5.96,0.62222
2006-04-11,0.00,11.38,16.99,5.77,0.58229
2006-04-12,0.00,7.64,17.47,-2.18,0.45660
2006-04-13,1.98,11.60,21.34,1.87,0.44028
2006-04-14,0.22,12.84,21.23,4.46,0.40868
2006-04-15,0.00,7.28,13.90,0.67,0.35104
2006-04-16,0.00,5.63,11.23,0.04,0.32778
2006-04-17,0.00,8.37,13.13,3.61,0.29028
2006-04-18,0.00,6.00,8.33,3.67,0.26215
2006-04-19,0.22,6.35,11.94,0.76,0.25139
2006-04-20,0.22,8.84,11.83,5.85,0.25000
2006-04-21,0.00,13.48,16.75,10.21,0.23889
2006-04-22,0.00,10.31,14.17,6.45,0.23056
2006-04-23,0.00,12.01,17.31,6.70,0.22188
2006-04-24,1.40,9.29,10.40,8.18,0.19861
2006-04-25,0.20,9.51,11.69,7.32,0.19861
2006-04-26,0.20,7.53,12.60,2.45,0.17882
2006-04-27,0.00,5.17,14.36,-4.02,0.16042
2006-04-28,0.00,7.43,12.70,2.16,0.15556
2006-04-29,0.00,6.67,13.94,-0.59,0.15104
2006-04-30,0.00,3.31,12.04,-5.42,0.14097
2006-05-01,0.80,3.83,9.94,-2.29,0.14167
2006-05-02,11.80,1.09,8.54,-6.37,0.16736
2006-05-03,1.00,9.46,13.73,5.19,0.52708
2006-05-04,0.20,7.80,15.12,0.47,0.22743
2006-05-05,1.20,9.91,18.02,1.81,0.22222
2006-05-06,2.80,6.84,17.11,-3.44,0.17500
2006-05-07,1.00,9.82,12.93,6.71,0.23507
2006-05-08,0.20,9.30,18.23,0.36,0.19861
2006-05-09,0.20,9.22,20.62,-2.17,0.15000
2006-05-10,0.00,9.72,20.66,-1.22,0.12951
2006-05-11,0.00,8.66,18.88,-1.55,0.11910
2006-05-12,2.60,2.91,7.40,-1.58,0.13750
2006-05-13,2.80,3.35,8.75,-2.04,0.15694
2006-05-14,0.00,6.48,10.76,2.21,0.19444
2006-05-15,8.40,5.84,7.26,4.42,0.28333
2006-05-16,0.60,9.40,13.97,4.83,0.33993
2006-05-17,6.00,12.90,17.02,8.78,0.24410
2006-05-18,4.00,10.94,14.56,7.33,0.57917
2006-05-19,2.40,8.91,13.82,3.99,0.39826
2006-05-20,5.00,6.47,8.48,4.45,0.44514
2006-05-21,4.80,5.49,8.34,2.65,0.74271
2006-05-22,0.20,2.88,8.58,-2.82,0.39236
2006-05-23,1.20,2.50,10.63,-5.63,0.26458
2006-05-24,0.00,6.15,11.45,0.85,0.22674
2006-05-25,1.00,6.11,13.29,-1.06,0.18576
2006-05-26,8.80,4.85,10.01,-0.31,0.33229
2006-05-27,2.40,11.11,15.19,7.03,0.35278
2006-05-28,0.00,7.44,14.61,0.28,0.24444
2006-05-29,3.20,4.56,8.93,0.19,0.19063
2006-05-30,0.40,6.21,9.87,2.55,0.19410
2006-05-31,0.40,7.71,13.29,2.13,0.16840
2006-06-01,0.40,12.94,17.89,7.98,0.14861
2006-06-02,0.00,13.47,20.13,6.80,0.13507
2006-06-03,0.20,10.18,14.18,6.19,0.11424
2006-06-04,0.60,10.90,16.69,5.11,0.11806
2006-06-05,0.00,12.48,16.76,8.19,0.11597
2006-06-06,0.00,14.72,24.87,4.58,0.11354
2006-06-07,0.00,13.15,18.04,8.25,0.09722
2006-06-08,0.00,14.06,23.65,4.46,0.09444
2006-06-09,0.00,14.77,22.93,6.61,0.08576
2006-06-10,0.00,13.03,20.89,5.17,0.07674
2006-06-11,0.00,14.85,21.87,7.83,0.07083
2006-06-12,5.60,14.98,19.46,10.50,0.09514
2006-06-13,0.00,10.45,17.53,3.38,0.08854
2006-06-14,0.00,9.06,18.17,-0.05,0.06806
2006-06-15,0.00,11.71,22.40,1.03,0.06597
2006-06-16,0.20,15.44,19.43,11.44,0.06181
2006-06-17,2.40,13.04,16.85,9.22,0.06319
2006-06-18,2.60,14.38,16.93,11.82,0.07118
2006-06-19,9.00,12.43,16.38,8.47,0.09965
2006-06-20,5.80,10.83,13.83,7.82,0.13403
2006-06-21,1.60,10.85,12.88,8.81,0.18576
2006-06-22,4.60,10.56,13.52,7.61,0.13194
2006-06-23,0.60,14.02,18.62,9.42,0.12465
2006-06-24,6.00,11.68,16.79,6.57,0.09965
2006-06-25,0.20,7.69,14.17,1.20,0.13264
2006-06-26,0.00,7.93,13.78,2.08,0.09618
2006-06-27,0.00,8.83,15.77,1.89,0.08194
2006-06-28,0.00,9.12,18.86,-0.62,0.07257
2006-06-29,0.00,14.62,16.39,12.85,0.06076
2006-06-30,2.80,10.46,16.00,4.93,0.06736
2006-07-01,0.00,12.45,20.95,3.95,0.09861
2006-07-02,7.60,13.42,20.67,6.18,0.10174
2006-07-03,0.20,13.61,15.70,11.52,0.13681
2006-07-04,0.00,14.25,22.18,6.32,0.10694
2006-07-05,0.00,14.43,24.97,3.89,0.07917
2006-07-06,0.00,17.62,24.99,10.24,0.06215
2006-07-07,0.00,12.97,18.97,6.97,0.05139
2006-07-08,0.80,11.07,16.39,5.75,0.04410
2006-07-09,7.80,14.09,19.50,8.67,0.06285
2006-07-10,1.80,11.28,16.47,6.08,0.08264
2006-07-11,0.00,13.08,17.39,8.76,0.07500
2006-07-12,0.00,12.37,18.07,6.67,0.05694
2006-07-13,0.00,10.97,18.38,3.57,0.04861
2006-07-14,0.00,9.95,19.93,-0.04,0.04306
2006-07-15,0.00,12.99,23.88,2.11,0.03819
2006-07-16,0.00,14.39,24.05,4.73,0.03368
2006-07-17,0.00,19.18,25.35,13.01,0.03090
2006-07-18,0.00,16.46,22.61,10.30,0.03021
2006-07-19,0.00,17.16,25.55,8.76,0.02986
2006-07-20,0.00,15.68,25.03,6.33,0.02917
2006-07-21,1.20,17.12,24.56,9.68,0.02951
2006-07-22,0.00,17.45,21.85,13.04,0.03611
2006-07-23,0.00,15.81,22.07,9.54,0.03368
2006-07-24,0.00,15.41,21.49,9.33,0.03021
2006-07-25,0.00,17.14,25.14,9.14,0.02986
2006-07-26,3.00,17.38,25.02,9.74,0.03021
2006-07-27,12.40,16.70,23.07,10.33,0.03611
2006-07-28,0.00,15.55,22.08,9.02,0.05590
2006-07-29,2.60,16.78,20.48,13.07,0.04514
2006-07-30,0.00,16.41,21.09,11.73,0.04236
2006-07-31,8.80,13.51,16.18,10.83,0.03854
2006-08-01,1.40,12.06,19.07,5.04,0.06667
2006-08-02,1.60,11.95,13.45,10.45,0.05972
2006-08-03,0.00,13.92,18.26,9.58,0.05972
2006-08-04,0.00,15.02,20.11,9.92,0.04965
2006-08-05,0.00,18.12,26.07,10.17,0.04306
2006-08-06,0.00,15.93,22.47,9.38,0.03611
2006-08-07,0.00,11.54,19.21,3.86,0.02813
2006-08-08,0.80,8.77,15.79,1.75,0.02604
2006-08-09,0.00,12.17,15.28,9.06,0.02708
2006-08-10,3.40,11.59,13.39,9.79,0.02778
2006-08-11,0.80,11.78,14.57,8.98,0.03611
2006-08-12,0.00,11.34,14.09,8.59,0.03785
2006-08-13,0.00,11.63,13.84,9.41,0.03715
2006-08-14,0.00,11.57,16.77,6.37,0.03681
2006-08-15,0.00,10.30,13.78,6.83,0.03403
2006-08-16,0.60,7.99,14.40,1.58,0.03403
2006-08-17,3.60,12.75,18.65,6.85,0.03542
2006-08-18,30.60,14.28,15.87,12.68,0.23194
2006-08-19,23.40,14.92,17.73,12.10,0.85278
2006-08-20,0.20,12.30,15.64,8.95,0.54896
2006-08-21,0.00,12.42,17.53,7.32,0.25313
2006-08-22,0.00,13.03,17.65,8.40,0.16563
2006-08-23,1.00,14.10,18.91,9.29,0.13090
2006-08-24,0.00,11.79,17.29,6.28,0.11076
2006-08-25,0.20,9.69,16.51,2.86,0.09306
2006-08-26,0.20,12.02,17.43,6.62,0.08472
2006-08-27,1.00,10.92,16.89,4.95,0.07465
2006-08-28,0.00,8.44,15.27,1.62,0.06597
2006-08-29,0.20,10.60,15.39,5.82,0.06007
2006-08-30,0.00,10.72,17.61,3.84,0.05451
2006-08-31,1.60,14.63,21.15,8.11,0.04653
2006-09-01,15.40,12.09,18.42,5.77,0.17986
2006-09-02,0.00,9.59,14.29,4.90,0.14826
2006-09-03,0.20,11.85,16.97,6.72,0.10556
2006-09-04,0.00,10.72,15.71,5.73,0.08403
2006-09-05,14.80,9.52,13.65,5.39,0.11215
2006-09-06,0.20,13.15,17.17,9.13,0.25104
2006-09-07,0.00,7.88,14.46,1.31,0.13646
2006-09-08,0.00,8.68,19.24,-1.87,0.10521
2006-09-09,0.20,8.40,17.51,-0.71,0.08646
2006-09-10,0.20,10.77,19.41,2.13,0.07674
2006-09-11,0.00,15.31,20.02,10.60,0.07083
2006-09-12,0.40,15.05,19.86,10.23,0.06806
2006-09-13,0.00,14.73,19.41,10.05,0.06563
2006-09-14,32.40,12.97,14.26,11.68,0.29722
2006-09-15,0.80,11.59,18.60,4.59,1.13333
2006-09-16,0.20,11.72,18.63,4.82,0.36076
2006-09-17,0.00,12.13,19.33,4.94,0.24271
2006-09-18,6.60,8.68,16.26,1.11,0.19306
2006-09-19,0.00,12.21,15.10,9.32,0.38993
2006-09-20,5.40,14.26,16.82,11.69,0.34688
2006-09-21,1.00,16.95,20.38,13.52,0.48854
2006-09-22,0.20,13.98,17.88,10.08,0.29549
2006-09-23,0.20,13.16,18.46,7.86,0.20972
2006-09-24,6.60,10.55,12.99,8.11,0.21458
2006-09-25,0.80,12.63,17.62,7.64,0.32083
2006-09-26,0.20,10.97,16.04,5.91,0.24688
2006-09-27,3.80,12.73,16.24,9.21,0.21632
2006-09-28,0.00,12.89,15.29,10.49,0.38507
